Time,Heart Rate,Respiration Rate,Location
900,57,12,"[71, 56]"
901,60,12,"[-51, 73]"
902,51,10,"[-61, -99]"
903,64,10,"[100, 37]"
904,58,12,"[80, -66]"
905,55,10,"[64, 27]"
906,55,12,"[0, 68]"
907,59,11,"[-51, 83]"
908,65,10,"[9, -56]"
909,61,11,"[33, -4]"
910,61,12,"[-71, -1]"
911,63,10,"[13, 12]"
912,54,11,"[100, -39]"
913,65,10,"[9, 19]"
914,65,12,"[97, 51]"
915,51,10,"[-91, 71]"
916,57,12,"[-46, -8]"
917,63,11,"[62, 22]"
918,59,11,"[-72, 86]"
919,51,11,"[90, -44]"
920,61,10,"[-24, -17]"
921,60,12,"[96, -84]"
922,64,10,"[57, 17]"
923,64,12,"[-26, 80]"
924,51,12,"[-91, -21]"
925,58,10,"[-13, -38]"
926,56,12,"[-47, -88]"
927,65,12,"[35, -46]"
928,52,10,"[45, 18]"
929,65,11,"[36, 40]"
930,56,10,"[5, -88]"
931,52,12,"[-49, 7]"
932,64,11,"[-49, 16]"
933,62,10,"[7, -23]"
934,50,12,"[45, 92]"
935,52,11,"[-82, 70]"
936,63,12,"[-70, 60]"
937,64,10,"[74, -30]"
938,51,11,"[-32, -87]"
939,60,10,"[-41, 93]"
940,53,11,"[57, -36]"
941,59,11,"[-17, -27]"
942,54,10,"[-39, -19]"
943,63,11,"[32, -26]"
944,58,12,"[27, -27]"
945,50,12,"[-93, -74]"
946,57,11,"[-12, -4]"
947,59,12,"[48, 83]"
948,50,12,"[30, -57]"
949,62,10,"[-37, -95]"
950,61,10,"[31, -87]"
951,55,10,"[-31, -70]"
952,53,12,"[47, 39]"
953,53,11,"[76, -69]"
954,51,12,"[-89, -83]"
955,52,10,"[-85, -95]"
956,52,12,"[69, 54]"
957,63,12,"[-28, -59]"
958,58,10,"[4, -83]"
959,54,10,"[75, 55]"
960,61,10,"[-26, -76]"
961,58,10,"[-60, -9]"
962,62,12,"[80, 81]"
963,57,12,"[71, 18]"
964,58,10,"[-29, 15]"
965,61,10,"[66, 33]"
966,57,11,"[-80, -96]"
967,53,10,"[-31, -17]"
968,58,10,"[34, -32]"
969,54,11,"[-3, -97]"
970,51,11,"[34, 94]"
971,63,12,"[-66, -36]"
972,58,12,"[-10, 7]"
973,57,10,"[66, 32]"
974,55,12,"[-91, 21]"
975,55,11,"[79, 62]"
976,54,11,"[17, 95]"
977,65,11,"[-53, -2]"
978,53,12,"[-5, -16]"
979,59,11,"[-3, -41]"
980,62,11,"[63, -35]"
981,63,11,"[71, -58]"
982,50,10,"[42, 96]"
983,64,11,"[95, -49]"
984,55,10,"[-16, 52]"
985,58,11,"[-93, -55]"
986,51,11,"[25, 31]"
987,54,12,"[70, 93]"
988,62,12,"[9, -12]"
989,65,10,"[-46, 7]"
990,51,10,"[-48, -82]"
991,60,10,"[-48, 60]"
992,58,12,"[-28, -81]"
993,59,11,"[-30, 84]"
994,57,12,"[42, -2]"
995,54,11,"[76, 66]"
996,60,12,"[52, 87]"
997,62,12,"[88, -94]"
998,63,10,"[49, -55]"
999,65,11,"[-59, 46]"
1000,54,10,"[-29, 91]"
1001,54,12,"[-4, -55]"
1002,60,11,"[20, 8]"
1003,60,11,"[5, -66]"
1004,58,11,"[-33, 68]"
1005,61,10,"[-40, 31]"
1006,55,11,"[-61, -57]"
1007,59,10,"[40, -58]"
1008,55,11,"[15, -41]"
1009,56,11,"[45, -8]"
1010,52,10,"[50, 100]"
1011,60,12,"[-85, 4]"
1012,54,11,"[-78, -19]"
1013,62,10,"[83, 58]"
1014,60,12,"[25, -87]"
1015,50,10,"[90, -71]"
1016,65,12,"[80, 82]"
1017,56,11,"[-76, 16]"
1018,55,11,"[33, 58]"
1019,51,10,"[-5, -90]"
1020,50,10,"[30, 14]"
1021,59,10,"[-56, 74]"
1022,55,10,"[-53, -3]"
1023,51,12,"[-35, 24]"
1024,57,10,"[27, -81]"
1025,50,11,"[10, -37]"
1026,63,11,"[-1, 1]"
1027,62,11,"[-52, -34]"
1028,60,10,"[16, 35]"
1029,65,10,"[21, -87]"
1030,56,12,"[68, 52]"
1031,60,12,"[50, -38]"
1032,63,11,"[57, -92]"
1033,50,11,"[97, 98]"
1034,51,10,"[13, 14]"
1035,52,10,"[99, -17]"
1036,58,10,"[21, 70]"
1037,57,11,"[4, 8]"
1038,56,10,"[-15, 36]"
1039,64,12,"[-78, 1]"
1040,55,12,"[-68, 68]"
1041,54,12,"[-72, 57]"
1042,62,10,"[-40, 21]"
1043,61,10,"[-49, -25]"
1044,53,12,"[-93, 99]"
1045,60,11,"[20, 94]"
1046,52,12,"[-18, 29]"
1047,62,11,"[-77, -71]"
1048,57,10,"[74, 5]"
1049,50,12,"[72, -97]"
1050,60,10,"[21, 43]"
1051,62,11,"[-4, 32]"
1052,54,10,"[-46, 29]"
1053,62,11,"[-4, 63]"
1054,64,11,"[37, 83]"
1055,53,12,"[64, -87]"
1056,59,11,"[-60, -72]"
1057,55,11,"[-82, -9]"
1058,56,12,"[51, 19]"
1059,63,11,"[32, 77]"
1060,63,11,"[-57, -34]"
1061,64,12,"[60, -80]"
1062,62,11,"[59, -39]"
1063,58,10,"[72, -81]"
1064,58,10,"[-58, -49]"
1065,65,10,"[51, -33]"
1066,52,12,"[-33, -39]"
1067,60,10,"[-78, 43]"
1068,58,10,"[45, -3]"
1069,65,12,"[49, 91]"
1070,56,12,"[48, -73]"
1071,62,11,"[66, 33]"
1072,63,12,"[6, 4]"
1073,65,10,"[82, -75]"
1074,51,12,"[-66, -26]"
1075,58,12,"[-3, 29]"
1076,53,11,"[-76, -35]"
1077,51,10,"[26, 21]"
1078,53,11,"[-19, 6]"
1079,60,10,"[-56, -93]"
1080,61,10,"[-6, 15]"
1081,53,10,"[33, -57]"
1082,51,10,"[54, 86]"
1083,52,12,"[42, -58]"
1084,55,12,"[66, 24]"
1085,62,11,"[50, -88]"
1086,64,11,"[-33, -46]"
1087,61,12,"[-82, 77]"
1088,51,11,"[11, 14]"
1089,52,12,"[73, -14]"
1090,53,10,"[-43, 21]"
1091,65,12,"[-51, 82]"
1092,51,12,"[-84, -28]"
1093,62,11,"[-69, -77]"
1094,51,11,"[55, 50]"
1095,58,11,"[21, -23]"
1096,59,10,"[37, 21]"
1097,61,11,"[-28, -82]"
1098,60,10,"[-38, -77]"
1099,62,12,"[-35, -86]"
1100,63,12,"[-96, -73]"
1101,50,11,"[46, -94]"
1102,60,10,"[56, -9]"
1103,64,11,"[-60, 57]"
1104,50,12,"[-50, 99]"
1105,63,12,"[93, 89]"
1106,65,10,"[83, -76]"
1107,58,12,"[39, -82]"
1108,52,11,"[68, 59]"
1109,51,10,"[-35, 86]"
1110,55,10,"[-39, -45]"
1111,50,11,"[15, 11]"
1112,52,12,"[9, 15]"
1113,63,10,"[-47, -18]"
1114,64,12,"[73, 19]"
1115,50,11,"[62, -93]"
1116,60,12,"[48, 76]"
1117,54,12,"[-64, 89]"
1118,64,11,"[25, -12]"
1119,57,12,"[-53, -4]"
1120,52,10,"[9, -83]"
1121,58,11,"[-82, 32]"
1122,55,10,"[51, 34]"
1123,53,11,"[-24, -80]"
1124,63,11,"[62, -85]"
1125,60,11,"[-88, 49]"
1126,54,11,"[-53, -43]"
1127,63,10,"[-41, 66]"
1128,65,10,"[-48, -23]"
1129,61,11,"[-3, 91]"
1130,55,11,"[6, -91]"
1131,51,11,"[-30, 56]"
1132,56,10,"[60, -12]"
1133,56,11,"[-42, -55]"
1134,58,10,"[38, -74]"
1135,59,11,"[-92, -38]"
1136,64,12,"[-57, 5]"
1137,50,10,"[89, -77]"
1138,55,12,"[61, -6]"
1139,54,10,"[13, 47]"
1140,53,11,"[47, 51]"
1141,55,12,"[84, -69]"
1142,65,11,"[58, -44]"
1143,65,12,"[43, 81]"
1144,51,11,"[32, -74]"
1145,65,11,"[80, 7]"
1146,61,10,"[-47, 56]"
1147,61,11,"[-46, -28]"
1148,52,11,"[68, -66]"
1149,54,11,"[3, 85]"
1150,59,11,"[61, 12]"
1151,63,12,"[37, 63]"
1152,56,10,"[-77, -48]"
1153,61,11,"[90, 91]"
1154,58,12,"[-55, -24]"
1155,54,11,"[82, 32]"
1156,55,12,"[-100, 23]"
1157,59,11,"[71, -17]"
1158,60,11,"[27, -80]"
1159,54,12,"[-24, -77]"
1160,57,10,"[-65, -64]"
1161,53,10,"[-11, 2]"
1162,56,10,"[5, -96]"
1163,51,10,"[-54, 24]"
1164,54,11,"[72, 17]"
1165,60,10,"[-98, 4]"
1166,55,11,"[71, 31]"
1167,58,12,"[41, 96]"
1168,53,11,"[-36, -26]"
1169,53,11,"[69, -58]"
1170,52,12,"[88, -34]"
1171,61,11,"[-23, 32]"
1172,57,10,"[87, 13]"
1173,63,11,"[68, -75]"
1174,58,10,"[-55, 65]"
1175,60,12,"[-98, -48]"
1176,61,11,"[-93, -15]"
1177,59,10,"[64, 51]"
1178,63,12,"[0, 35]"
1179,60,11,"[6, 95]"
1180,55,10,"[-36, 32]"
1181,61,12,"[87, 22]"
1182,50,11,"[41, -61]"
1183,60,12,"[48, -81]"
1184,64,12,"[74, 48]"
1185,56,11,"[90, 37]"
1186,54,11,"[90, -88]"
1187,64,11,"[-63, 87]"
1188,52,10,"[81, 6]"
1189,57,12,"[23, -21]"
1190,55,12,"[46, 20]"
1191,55,12,"[-31, -88]"
1192,57,10,"[33, -35]"
1193,60,10,"[43, -44]"
1194,56,12,"[25, -14]"
1195,58,11,"[89, 7]"
1196,65,12,"[-52, -92]"
1197,52,12,"[22, 29]"
1198,57,11,"[-52, 100]"
1199,58,10,"[10, -95]"
1200,65,10,"[5, -36]"
1201,58,10,"[-22, -48]"
1202,53,11,"[5, -67]"
1203,50,12,"[99, -92]"
1204,52,10,"[21, -53]"
1205,60,10,"[38, 58]"
1206,55,12,"[38, -11]"
1207,50,11,"[70, 8]"
1208,50,12,"[-43, -53]"
1209,65,12,"[-17, 46]"
1210,55,11,"[-30, 78]"
1211,57,12,"[-46, 12]"
1212,64,12,"[-37, -35]"
1213,57,12,"[17, -72]"
1214,63,11,"[55, -18]"
1215,56,11,"[-45, 57]"
1216,55,11,"[-70, 5]"
1217,64,10,"[-14, 3]"
1218,59,12,"[91, 61]"
1219,64,12,"[-7, 25]"
1220,54,11,"[55, -21]"
1221,58,12,"[-64, 66]"
1222,63,11,"[-21, -14]"
1223,63,10,"[-91, 21]"
1224,54,11,"[-72, 18]"
1225,51,12,"[-76, 41]"
1226,51,12,"[77, 92]"
1227,58,10,"[-50, -65]"
1228,58,11,"[-5, 55]"
1229,52,10,"[86, 23]"
1230,64,12,"[74, -67]"
1231,63,12,"[-91, 60]"
1232,55,11,"[-16, -67]"
1233,59,11,"[65, -34]"
1234,65,10,"[-25, 65]"
1235,64,12,"[-13, 31]"
1236,61,12,"[-69, 89]"
1237,53,12,"[73, 50]"
1238,55,11,"[-91, 36]"
1239,61,12,"[74, -82]"
1240,58,11,"[-33, -31]"
1241,62,11,"[23, -54]"
1242,63,12,"[77, 27]"
1243,52,12,"[-95, 76]"
1244,53,10,"[28, -80]"
1245,57,10,"[-41, 77]"
1246,56,11,"[20, 90]"
1247,65,12,"[-56, -28]"
1248,58,12,"[93, 62]"
1249,50,12,"[-64, 41]"
1250,59,10,"[-68, -3]"
1251,59,12,"[92, 63]"
1252,65,12,"[3, 86]"
1253,59,10,"[54, 69]"
1254,51,10,"[-84, -85]"
1255,54,12,"[55, 30]"
1256,59,10,"[-48, -12]"
1257,59,12,"[-23, -1]"
1258,60,10,"[-63, 55]"
1259,56,11,"[-88, 0]"
1260,58,12,"[-38, -35]"
1261,58,10,"[-48, -50]"
1262,58,10,"[-75, 56]"
1263,52,12,"[90, -13]"
1264,61,10,"[72, -73]"
1265,52,12,"[-29, 30]"
1266,63,10,"[-100, -34]"
1267,61,12,"[-18, -94]"
1268,50,10,"[-5, 92]"
1269,65,10,"[61, -70]"
1270,51,12,"[-1, -17]"
1271,64,12,"[-20, 72]"
1272,57,11,"[-36, -63]"
1273,59,12,"[-95, 70]"
1274,61,12,"[7, -93]"
1275,60,12,"[-12, 54]"
1276,59,10,"[-37, -72]"
1277,53,12,"[69, -12]"
1278,59,11,"[19, 49]"
1279,61,10,"[72, -44]"
1280,53,12,"[-86, -99]"
1281,50,11,"[-71, 83]"
1282,53,10,"[23, 87]"
1283,59,10,"[27, 21]"
1284,56,10,"[-64, -48]"
1285,51,12,"[-18, -31]"
1286,56,10,"[-90, 43]"
1287,64,10,"[-33, -45]"
1288,57,12,"[86, -26]"
1289,50,11,"[-15, 95]"
1290,62,10,"[-33, -92]"
1291,59,10,"[-87, 73]"
1292,55,10,"[1, -48]"
1293,58,12,"[-59, 53]"
1294,56,12,"[-93, -86]"
1295,57,10,"[43, -28]"
1296,62,10,"[22, 81]"
1297,65,11,"[56, -85]"
1298,57,10,"[-68, -72]"
1299,56,12,"[4, 46]"
1300,53,11,"[20, -97]"
1301,65,11,"[-30, 58]"
1302,53,12,"[-76, 69]"
1303,61,12,"[86, 99]"
1304,51,12,"[45, -36]"
1305,59,12,"[-61, -27]"
1306,54,12,"[-52, 11]"
1307,51,10,"[96, -68]"
1308,54,11,"[25, 80]"
1309,55,11,"[96, -30]"
1310,63,12,"[-54, 84]"
1311,62,12,"[-68, -68]"
1312,52,10,"[-71, 83]"
1313,51,12,"[37, -48]"
1314,61,12,"[54, -62]"
1315,57,10,"[0, 35]"
1316,50,10,"[41, 26]"
1317,56,12,"[62, 45]"
1318,52,10,"[22, 8]"
1319,56,11,"[-55, 32]"
1320,62,11,"[86, 43]"
1321,52,10,"[46, -31]"
1322,52,10,"[-67, -69]"
1323,56,10,"[59, -94]"
1324,58,11,"[-22, 6]"
1325,53,12,"[-69, 68]"
1326,55,10,"[78, -49]"
1327,51,10,"[-27, 62]"
1328,50,12,"[94, -41]"
1329,64,11,"[98, 43]"
1330,55,10,"[-59, -12]"
1331,65,11,"[24, 19]"
1332,64,10,"[-17, 82]"
1333,57,10,"[-45, 2]"
1334,57,10,"[-92, 79]"
1335,60,11,"[-99, 99]"
1336,60,12,"[-90, 20]"
1337,65,10,"[-96, 13]"
1338,62,10,"[85, -53]"
1339,56,10,"[71, -25]"
1340,51,11,"[-99, -93]"
1341,57,11,"[-68, 17]"
1342,55,10,"[39, 85]"
1343,62,11,"[53, -30]"
1344,62,12,"[47, 4]"
1345,56,12,"[12, 4]"
1346,61,10,"[-78, 9]"
1347,54,10,"[1, -85]"
1348,65,12,"[-33, -43]"
1349,57,10,"[-30, 58]"
1350,65,11,"[27, 11]"
1351,62,11,"[3, -38]"
1352,65,12,"[79, 77]"
1353,51,11,"[-9, 11]"
1354,54,10,"[-11, -16]"
1355,59,12,"[8, -12]"
1356,58,11,"[-5, -26]"
1357,58,10,"[53, -47]"
1358,61,11,"[82, -90]"
1359,59,10,"[-56, 28]"
1360,51,11,"[-34, -93]"
1361,64,10,"[72, 11]"
1362,60,11,"[-16, -68]"
1363,65,11,"[11, 82]"
1364,59,11,"[94, -58]"
1365,60,11,"[70, 13]"
1366,57,11,"[-84, -65]"
1367,61,10,"[99, -70]"
1368,64,10,"[-47, -83]"
1369,63,10,"[-27, -3]"
1370,56,10,"[64, 81]"
1371,58,12,"[2, 13]"
1372,58,10,"[-13, -53]"
1373,64,10,"[-72, 25]"
1374,52,12,"[100, 7]"
1375,65,11,"[-62, 85]"
1376,65,12,"[-87, 19]"
1377,57,11,"[-58, -87]"
1378,62,12,"[-44, -81]"
1379,54,11,"[-95, -22]"
1380,61,10,"[68, -53]"
1381,60,10,"[-20, -59]"
1382,61,11,"[-96, -51]"
1383,56,12,"[-28, -72]"
1384,55,11,"[82, -76]"
1385,62,11,"[-36, 39]"
1386,59,10,"[29, -99]"
1387,61,10,"[-76, -41]"
1388,54,10,"[68, 37]"
1389,55,11,"[7, 50]"
1390,52,10,"[85, -89]"
1391,54,11,"[-22, -60]"
1392,63,12,"[-86, 69]"
1393,56,12,"[-23, 51]"
1394,64,10,"[-11, 100]"
1395,50,11,"[19, -11]"
1396,57,10,"[21, 55]"
1397,53,11,"[23, -88]"
1398,60,11,"[69, -42]"
1399,59,10,"[-72, 93]"
1400,63,12,"[100, 41]"
1401,56,10,"[73, 32]"
1402,58,11,"[-71, 17]"
1403,56,11,"[-51, 3]"
1404,58,10,"[93, 40]"
1405,59,11,"[35, 49]"
1406,61,12,"[-54, 84]"
1407,56,12,"[-59, -57]"
1408,61,12,"[-89, -13]"
1409,54,11,"[-65, 55]"
1410,56,11,"[-79, -34]"
1411,60,11,"[-23, 88]"
1412,50,11,"[93, -17]"
1413,55,11,"[89, -36]"
1414,62,11,"[-66, -58]"
1415,64,11,"[-32, -86]"
1416,61,12,"[71, 76]"
1417,62,10,"[7, -93]"
1418,55,12,"[85, -32]"
1419,55,10,"[-40, 30]"
1420,52,10,"[-14, 97]"
1421,59,12,"[-42, 79]"
1422,51,12,"[-69, -68]"
1423,56,11,"[86, 98]"
1424,55,12,"[-80, 70]"
1425,65,10,"[-28, 82]"
1426,54,10,"[89, -72]"
1427,55,10,"[-20, 47]"
1428,50,10,"[49, -87]"
1429,63,12,"[-51, -54]"
1430,53,12,"[-9, -18]"
1431,54,10,"[62, 15]"
1432,57,12,"[-39, -3]"
1433,55,10,"[45, -33]"
1434,56,10,"[-97, -43]"
1435,61,12,"[-64, -25]"
1436,62,12,"[58, 29]"
1437,58,10,"[-30, 42]"
1438,50,12,"[98, -7]"
1439,58,10,"[-79, -53]"
1440,59,12,"[28, -63]"
1441,54,12,"[10, -56]"
1442,57,10,"[-94, -56]"
1443,56,12,"[76, 70]"
1444,59,11,"[-85, -85]"
1445,54,11,"[11, 92]"
1446,63,12,"[-82, -57]"
1447,52,12,"[50, -85]"
1448,57,11,"[80, 96]"
1449,60,11,"[-48, 51]"
1450,59,11,"[-43, 94]"
1451,61,11,"[6, 53]"
1452,62,11,"[-64, 16]"
1453,57,12,"[27, 78]"
1454,52,12,"[44, 22]"
1455,53,12,"[-65, -85]"
1456,54,12,"[-10, 67]"
1457,53,10,"[-67, -1]"
1458,60,11,"[45, -63]"
1459,65,12,"[79, 5]"
1460,65,11,"[2, 83]"
1461,55,10,"[40, -70]"
1462,53,11,"[42, 51]"
1463,55,10,"[92, 11]"
1464,50,10,"[52, -65]"
1465,57,10,"[3, -57]"
1466,56,12,"[48, -53]"
1467,55,10,"[-21, 35]"
1468,54,10,"[100, -2]"
1469,50,12,"[19, -39]"
1470,58,11,"[44, 86]"
1471,64,12,"[90, 10]"
1472,65,10,"[77, -35]"
1473,59,11,"[100, 14]"
1474,56,11,"[-19, 33]"
1475,59,11,"[17, -24]"
1476,62,12,"[71, 73]"
1477,62,11,"[73, 95]"
1478,50,11,"[-50, -7]"
1479,55,10,"[-77, 17]"
1480,57,11,"[84, -16]"
1481,56,12,"[-43, -51]"
1482,52,10,"[-63, -54]"
1483,52,10,"[86, 50]"
1484,62,12,"[8, 66]"
1485,60,10,"[-88, -61]"
1486,50,10,"[-66, -44]"
1487,63,11,"[88, -42]"
1488,50,10,"[-9, -40]"
1489,55,12,"[72, -63]"
1490,55,11,"[-81, 95]"
1491,64,10,"[51, 77]"
1492,59,10,"[-37, -55]"
1493,58,10,"[5, -62]"
1494,61,12,"[60, -66]"
1495,52,11,"[-21, 23]"
1496,58,12,"[37, -39]"
1497,50,12,"[18, 34]"
1498,50,10,"[-26, 50]"
1499,61,12,"[79, -36]"
1500,60,11,"[12, -82]"
1501,52,11,"[5, -89]"
1502,59,11,"[-32, -67]"
1503,62,12,"[27, -43]"
1504,62,12,"[-53, -39]"
1505,55,11,"[2, 17]"
1506,52,12,"[-18, -30]"
1507,65,11,"[-90, 93]"
1508,57,10,"[99, -52]"
1509,60,10,"[27, 70]"
1510,59,11,"[-2, 68]"
1511,54,12,"[84, 77]"
1512,51,11,"[43, -64]"
1513,56,12,"[48, 93]"
1514,50,11,"[-51, 44]"
1515,59,12,"[93, 18]"
1516,51,12,"[-62, 12]"
1517,56,11,"[-98, -11]"
1518,51,12,"[94, -43]"
1519,63,10,"[-29, 76]"
1520,55,11,"[58, 9]"
1521,63,11,"[79, 22]"
1522,65,10,"[93, -100]"
1523,51,11,"[-57, 92]"
1524,62,10,"[-39, -2]"
1525,59,10,"[-41, -55]"
1526,52,10,"[-24, 45]"
1527,54,10,"[77, 66]"
1528,54,10,"[19, 77]"
1529,65,12,"[82, -91]"
1530,53,12,"[84, -84]"
1531,57,10,"[32, 45]"
1532,58,12,"[90, 70]"
1533,64,11,"[-79, -35]"
1534,62,10,"[-93, -67]"
1535,53,12,"[-77, -62]"
1536,51,12,"[-9, 49]"
1537,60,11,"[-33, -50]"
1538,65,12,"[8, -20]"
1539,62,10,"[55, 73]"
1540,64,10,"[-4, -90]"
1541,50,10,"[51, 11]"
1542,60,12,"[-63, -36]"
1543,60,10,"[23, -55]"
1544,63,12,"[-99, -68]"
1545,54,12,"[-99, -58]"
1546,61,11,"[83, -17]"
1547,63,11,"[99, 19]"
1548,64,12,"[-28, -81]"
1549,54,11,"[-53, 35]"
1550,57,12,"[10, -58]"
1551,58,12,"[-27, -47]"
1552,56,11,"[-47, -95]"
1553,55,11,"[-23, -23]"
1554,53,11,"[17, 86]"
1555,59,12,"[75, 55]"
1556,55,11,"[-13, 69]"
1557,56,11,"[-17, 49]"
1558,53,12,"[21, -78]"
1559,58,11,"[38, 82]"
1560,53,11,"[92, 37]"
1561,52,10,"[50, -16]"
1562,53,11,"[67, -39]"
1563,60,11,"[-64, 15]"
1564,52,10,"[-68, -45]"
1565,58,12,"[-36, 92]"
1566,50,12,"[9, -34]"
1567,60,10,"[-58, -94]"
1568,54,11,"[-42, 70]"
1569,61,12,"[-8, -6]"
1570,51,12,"[-55, 74]"
1571,60,12,"[-1, 86]"
1572,62,11,"[-27, 59]"
1573,53,12,"[93, -41]"
1574,57,12,"[-7, -18]"
1575,65,11,"[17, -2]"
1576,57,11,"[28, 95]"
1577,59,11,"[-44, 64]"
1578,64,11,"[-6, -9]"
1579,56,12,"[-19, -77]"
1580,58,12,"[80, -78]"
1581,50,12,"[-21, -62]"
1582,55,12,"[46, 88]"
1583,50,11,"[-91, 45]"
1584,62,12,"[-19, 38]"
1585,54,12,"[-40, 38]"
1586,50,10,"[-94, 58]"
1587,62,10,"[-16, 90]"
1588,60,10,"[92, -100]"
1589,63,12,"[58, 57]"
1590,59,10,"[-57, 98]"
1591,57,12,"[79, -70]"
1592,56,11,"[-85, -50]"
1593,61,11,"[-81, 97]"
1594,59,10,"[0, 50]"
1595,59,11,"[-80, 82]"
1596,65,11,"[-3, 74]"
1597,61,12,"[31, 12]"
1598,58,10,"[-6, -71]"
1599,50,10,"[29, -54]"
1600,62,11,"[64, 39]"
1601,64,11,"[60, 24]"
1602,60,12,"[-5, 6]"
1603,55,11,"[24, -49]"
1604,58,12,"[-84, -2]"
1605,56,12,"[-55, 11]"
1606,60,10,"[-7, 35]"
1607,62,10,"[-100, 58]"
1608,56,11,"[-53, -61]"
1609,61,11,"[43, 71]"
1610,62,11,"[-65, 49]"
1611,58,10,"[10, 67]"
1612,63,12,"[-86, 41]"
1613,60,10,"[-78, 82]"
1614,51,10,"[71, -68]"
1615,61,12,"[-87, -38]"
1616,60,12,"[-5, -62]"
1617,50,11,"[-38, 37]"
1618,55,12,"[-74, -98]"
1619,57,10,"[-91, 79]"
1620,56,11,"[29, -58]"
1621,50,12,"[38, -12]"
1622,52,12,"[-77, -96]"
1623,56,11,"[70, 39]"
1624,54,10,"[-89, -84]"
1625,57,11,"[-28, 5]"
1626,63,12,"[49, 37]"
1627,56,10,"[42, -32]"
1628,65,10,"[14, -13]"
1629,61,12,"[47, -42]"
1630,59,12,"[89, -25]"
1631,56,11,"[55, -35]"
1632,50,12,"[-41, -16]"
1633,57,12,"[27, -45]"
1634,64,12,"[28, -25]"
1635,62,10,"[-36, -22]"
1636,59,12,"[-23, -21]"
1637,56,10,"[-12, -85]"
1638,52,12,"[68, -74]"
1639,61,11,"[-41, 30]"
1640,51,11,"[18, 81]"
1641,54,10,"[82, 74]"
1642,60,11,"[36, -53]"
1643,54,11,"[5, 13]"
1644,52,10,"[-90, 31]"
1645,59,12,"[74, -7]"
1646,52,10,"[53, -70]"
1647,53,11,"[51, 57]"
1648,57,10,"[-41, -71]"
1649,59,10,"[-34, -59]"
1650,63,10,"[-64, -76]"
1651,53,12,"[68, 34]"
1652,61,12,"[23, 94]"
1653,58,12,"[-23, -99]"
1654,59,11,"[-24, -59]"
1655,52,12,"[-89, -87]"
1656,53,12,"[-26, 25]"
1657,57,12,"[-41, 41]"
1658,65,11,"[-26, 71]"
1659,65,12,"[43, 26]"
1660,65,10,"[-97, 73]"
1661,55,12,"[97, 91]"
1662,61,10,"[6, 57]"
1663,61,10,"[-78, 55]"
1664,50,10,"[18, 16]"
1665,50,11,"[56, -85]"
1666,65,11,"[-13, 99]"
1667,61,10,"[17, -19]"
1668,51,12,"[-55, 21]"
1669,62,11,"[-36, -9]"
1670,53,11,"[58, 62]"
1671,65,11,"[-77, 52]"
1672,58,11,"[-8, 88]"
1673,61,10,"[-25, -1]"
1674,62,11,"[54, 91]"
1675,58,10,"[56, 88]"
1676,61,12,"[63, -82]"
1677,53,10,"[-28, 38]"
1678,63,10,"[26, 58]"
1679,54,10,"[45, 33]"
1680,57,12,"[77, 4]"
1681,57,10,"[70, -33]"
1682,65,11,"[-99, -50]"
1683,62,12,"[-21, 76]"
1684,61,11,"[56, -70]"
1685,58,12,"[-59, -63]"
1686,60,12,"[-82, -96]"
1687,62,12,"[50, 44]"
1688,59,12,"[-95, 5]"
1689,56,11,"[88, -47]"
1690,56,11,"[-91, 48]"
1691,65,10,"[89, 58]"
1692,57,10,"[-32, 14]"
1693,55,11,"[-71, 69]"
1694,59,10,"[46, -61]"
1695,61,12,"[16, -32]"
1696,64,10,"[40, 42]"
1697,51,11,"[92, 1]"
1698,55,12,"[-37, 60]"
1699,60,11,"[84, -71]"
1700,61,11,"[-85, 78]"
1701,60,10,"[5, 88]"
1702,57,10,"[33, 93]"
1703,55,12,"[-44, -94]"
1704,53,11,"[23, 20]"
1705,51,11,"[-36, 31]"
1706,53,12,"[30, 72]"
1707,56,11,"[-83, -20]"
1708,65,11,"[33, -14]"
1709,59,11,"[99, 30]"
1710,61,10,"[75, -51]"
1711,64,12,"[55, -15]"
1712,52,11,"[-97, 65]"
1713,63,12,"[37, 47]"
1714,57,11,"[9, -44]"
1715,65,10,"[-48, -66]"
1716,55,12,"[-56, -46]"
1717,59,12,"[16, -81]"
1718,62,12,"[7, -92]"
1719,53,11,"[-26, 54]"
1720,62,12,"[-71, -24]"
1721,50,11,"[-35, 72]"
1722,51,12,"[30, 75]"
1723,53,12,"[79, 7]"
1724,55,11,"[85, 97]"
1725,63,11,"[62, 55]"
1726,54,12,"[73, -50]"
1727,56,12,"[-21, 6]"
1728,54,11,"[-41, 67]"
1729,62,11,"[-47, -54]"
1730,53,10,"[37, -33]"
1731,63,10,"[-77, -96]"
1732,52,11,"[60, 51]"
1733,59,11,"[-32, 40]"
1734,62,10,"[100, 48]"
1735,63,11,"[87, 97]"
1736,54,10,"[29, -20]"
1737,59,11,"[84, 67]"
1738,63,10,"[51, -94]"
1739,53,10,"[98, -20]"
1740,50,12,"[-95, 42]"
1741,55,11,"[-9, 53]"
1742,56,11,"[66, 67]"
1743,61,10,"[83, 94]"
1744,65,10,"[93, -51]"
1745,60,10,"[-51, 76]"
1746,63,10,"[25, -11]"
1747,53,12,"[-27, 67]"
1748,58,12,"[-56, -65]"
1749,60,11,"[-86, -58]"
1750,54,12,"[-81, 58]"
1751,50,12,"[-10, -88]"
1752,56,11,"[-1, 100]"
